24,153,4.573702
24,191,4.952728
24,367,4.303875
24,372,4.309555
24,427,5.061201
24,662,4.130817
24,742,4.350048
24,763,4.248240
25,25,3.973701
25,181,4.654161
25,208,4.409345
25,222,4.218952
25,228,4.311634
25,257,4.291144
25,258,4.378747
25,357,4.664467
25,501,3.753481
25,615,4.347692
26,15,3.126171
26,25,2.847341
26,125,2.890709
26,235,2.258945
26,258,3.252654
26,455,2.737104
26,685,2.746370
26,930,2.155062
26,1015,2.255975
26,1016,2.843661
27,121,2.916709
27,246,3.827230
27,281,2.890057
27,298,3.482692
27,370,2.641825
27,475,3.670028
27,596,3.153099
27,742,3.356154
27,925,3.115203
27,978,2.111251
28,7,4.115622
28,79,4.316044
28,95,3.993596
28,98,4.507798
28,173,4.388483
28,201,3.721782
28,209,4.007783
28,217,3.412855
28,234,4.001021
28,380,3.540504
29,98,4.599530
29,189,4.520969
29,245,3.424299
29,332,3.647560
29,358,3.128448
29,539,2.783433
29,678,2.979587
29,689,3.434303
29,748,3.467676
29,1018,3.707200
30,82,3.988820
30,181,4.181422
30,255,3.606389
30,286,3.882451
30,289,3.199168
30,435,4.131221
30,539,2.663575
30,678,3.020745
30,688,2.215566
30,1007,4.452426
31,135,4.360400
31,302,4.660475
31,321,3.493478
31,484,4.459964
31,493,4.493519
31,498,4.426550
31,504,4.170829
31,682,3.278469
31,705,4.319477
31,886,3.530321
32,117,3.465153
32,151,3.443787
32,246,3.862393
32,249,3.064223
32,250,3.281761
32,276,3.356637
32,290,2.866633
32,294,2.906110
32,591,3.429536
32,1012,3.308956
33,258,3.902874
33,292,3.591454
33,307,3.745766
33,313,4.472899
33,328,3.581020
33,333,3.834558
33,343,3.612203
33,751,3.701088
33,872,3.129969
33,895,3.533687
34,242,4.299601
34,245,3.474040
34,259,2.963539
34,286,3.957909
34,299,3.377164
34,310,3.900243
34,312,3.460227
34,329,3.613841
34,332,3.745250
34,690,3.586849
35,242,3.680302
35,243,2.103831
35,259,2.472961
35,261,1.910315
35,322,2.737328
35,332,3.106314
35,680,2.107745
35,877,2.379369
35,881,2.349099
35,1025,2.237508
36,268,4.132129
36,269,4.253703
36,307,4.063474
36,319,3.685667
36,339,3.563438
36,682,3.376303
36,748,3.678416
36,882,4.009185
36,883,3.584496
36,885,2.925279
37,55,3.856717
37,56,4.314760
37,79,4.072354
37,117,3.779915
37,183,4.195635
37,222,3.745381
37,288,3.476334
37,403,3.605506
37,540,2.767767
37,685,3.487592
38,95,4.232782
38,139,3.303828
38,153,3.986132
38,161,3.791113
38,328,3.823977
38,432,3.993340
38,465,3.860176
38,573,3.501460
38,679,3.473911
38,758,2.244050
39,258,4.140651
39,300,4.024933
39,306,4.152785
39,313,4.442173
39,315,4.385562
39,333,3.821381
39,345,3.595206
39,347,3.950421
39,352,2.674204
39,900,4.088287
40,243,1.902729
40,258,2.996227
40,268,3.112199
40,271,2.437815
40,303,2.946560
40,333,2.961306
40,340,2.771993
40,345,2.567436
40,754,2.809718
40,880,2.320438
41,28,4.094622
41,31,3.767054
41,98,4.427599
41,170,4.314940
41,265,4.127662
41,313,4.461218
41,435,4.168119
41,486,3.906976
41,746,4.000112
41,751,3.836397
42,44,3.558431
42,96,4.338467
42,274,3.709359
42,403,3.676048
42,423,4.137895
42,546,3.277065
42,588,3.986646
42,625,3.555459
42,794,3.915156
42,1028,3.240068
43,5,3.481036
43,14,4.040772
43,40,3.097498
43,120,2.421171
43,137,3.943784
43,151,3.843857
43,203,4.027625
43,204,4.115222
43,323,3.169761
43,815,3.384032
44,15,3.701437
44,195,4.131790
44,240,2.919660
44,258,4.061908
44,294,3.200493
44,443,3.849022
44,449,3.143263
44,507,3.737849
44,644,3.946049
44,660,3.655274
45,25,3.569313
45,109,3.632155
45,118,3.231384
45,121,3.520217
45,127,4.474567
45,472,3.210260
45,473,3.278323
45,476,3.058392
45,763,3.587944
45,1061,3.187376
46,127,4.789310
46,151,4.090207
46,181,4.242519
46,288,3.927914
46,307,4.109244
46,313,4.693519
46,328,3.881292
46,333,4.110286
46,690,3.950231
46,1062,4.866725
47,268,3.876351
47,292,3.658633
47,302,4.322760
47,306,4.094811
47,321,3.317372
47,323,3.015337
47,324,3.268081
47,340,3.666399
47,683,2.570675
47,995,3.395418
48,174,4.495788
48,210,4.078243
48,259,3.026500
48,308,3.352102
48,309,2.910373
48,603,4.493560
48,609,3.660792
48,661,4.274979
48,680,2.693828
48,690,3.587654
49,47,2.788375
49,68,2.729176
49,302,3.350718
49,547,2.608873
49,559,2.378395
49,581,2.622490
49,625,2.394861
49,959,2.705442
49,995,2.730115
49,1003,0.940886
50,9,3.778488
50,123,3.457573
50,125,3.671615
50,246,4.096432
50,253,4.345418
50,286,3.749022
50,325,3.256607
50,475,3.831405
50,823,3.115074
50,1084,3.966951
51,64,4.660903
51,83,4.193598
51,132,4.122739
51,148,3.446769
51,182,4.096509
51,203,3.992381
51,485,3.917429
51,496,4.216367
51,603,4.373141
51,679,3.292923
52,95,4.624274
52,116,4.680145
52,250,4.286955
52,257,4.534132
52,280,3.900316
52,405,3.992763
52,498,4.887554
52,748,3.931834
52,1009,4.236257
52,1086,4.142927
53,24,3.743509
53,100,4.370287
53,174,4.604677
53,181,4.393587
53,199,4.478131
53,228,4.106831
53,250,3.790807
53,281,3.640635
53,845,3.745260
53,924,3.789597
54,106,3.014152
54,268,4.020074
54,298,3.868916
54,302,4.356592
54,313,4.534832
54,595,3.110052
54,676,3.430660
54,685,3.506003
54,742,3.825997
54,820,2.996108
55,56,4.320448
55,89,4.439245
55,144,4.249541
55,254,2.841110
55,257,4.103148
55,405,3.610239
55,678,3.038764
55,685,3.764977
55,1016,3.771050
55,1089,2.626306
56,71,3.823539
56,91,3.627742
56,121,3.585792
56,222,3.942495
56,447,3.612187
56,449,3.167036
56,546,3.250957
56,755,3.463455
56,869,3.189988
56,1047,2.970329
57,28,3.990088
57,79,4.085942
57,204,3.927714
57,243,2.405750
57,304,3.468406
57,419,3.563979
57,682,2.891745
57,756,2.918547
57,760,2.592128
57,1047,2.821830
58,9,4.268543
58,100,4.607844
58,109,3.843319
58,144,4.192621
58,173,4.511159
58,214,3.732232
58,268,4.196578
58,709,4.303683
58,1098,3.986123
58,1099,4.216674
59,23,4.502444
59,92,4.000908
59,196,4.188717
59,235,3.290084
59,323,3.355353
59,468,3.761201
59,485,4.173175
59,715,3.739973
59,742,3.916720
59,951,3.104189
60,60,4.576807
60,162,3.989931
60,208,4.463615
60,222,4.089915
60,403,3.969091
60,427,4.700733
60,430,4.471953
60,525,4.440058
60,604,4.400303
60,1021,4.307445
61,243,1.802169
61,304,2.730762
61,323,2.233117
61,328,2.782812
61,331,2.772554
61,342,2.049869
61,347,2.783886
61,678,2.075154
61,690,2.773407
61,1127,2.481137
62,12,4.211971
62,21,2.638718
62,65,3.269837
62,68,3.318191
62,257,3.452021
62,382,3.329999
62,498,3.800690
62,665,2.598241
62,712,2.928526
62,1016,3.213137
63,20,3.053387
63,50,3.830137
63,100,3.659770
63,242,3.560781
63,277,3.021474
63,289,2.548765
63,762,3.003628
63,1007,3.605722
63,1028,2.547720
63,1067,3.111288
64,160,3.427352
64,176,4.117554
64,381,3.498216
64,392,3.605416
64,433,3.770371
64,516,3.836650
64,684,3.815989
64,736,3.899447
64,778,3.574984
64,1063,3.703205
65,47,3.958399
65,56,4.251475
65,97,4.259820
65,100,4.492819
65,125,3.868914
65,196,4.260400
65,202,4.078825
65,676,3.768050
65,806,3.914324
65,1142,4.356086
66,1,3.879417
66,7,3.680799
66,117,3.636310
66,181,4.053857
66,249,3.292999
66,258,3.779510
66,298,3.711752
66,471,3.521127
66,597,3.084310
66,877,2.684843
67,1,3.868250
67,64,4.493479
67,121,3.606492
67,147,3.616099
67,151,3.669685
67,240,2.926094
67,405,3.427609
67,743,2.283782
67,1093,3.139183
67,1095,2.567635
68,7,3.480124
68,117,3.153417
68,118,2.552284
68,178,3.874472
68,237,3.184952
68,245,2.655750
68,405,2.712751
68,411,2.554500
68,742,3.125649
68,1047,2.211516
69,12,4.646716
69,56,4.315558
69,174,4.590747
69,175,4.073055
69,240,3.105779
69,256,4.192624
69,258,3.964786
69,268,4.205748
69,300,3.732111
69,427,4.478254
70,50,4.431034
70,82,3.679091
70,210,3.894712
70,217,3.153428
70,399,3.323430
70,419,3.556640
70,431,3.506675
70,584,3.367610
70,746,3.668541
70,1133,2.835832
71,56,4.140910
71,89,4.128267
71,134,4.349666
71,222,3.685280
71,276,3.829797
71,285,4.285471
71,346,3.903399
71,462,3.718752
71,475,3.896320
71,923,4.202973
72,48,4.386506
72,54,3.550912
72,182,4.176637
72,195,3.963528
72,234,4.022537
72,568,3.889192
72,679,3.229957
72,699,3.937450
72,866,3.412337
72,1110,3.138327
73,12,4.537425
73,56,4.294078
73,94,3.132939
73,127,4.522922
73,206,3.625010
73,357,4.428441
73,475,4.105939
73,480,4.431617
73,588,3.813683
73,657,4.398446
74,9,3.952472
74,15,3.792935
74,100,4.251621
74,126,3.988621
74,237,3.944118
74,272,4.484204
74,285,4.306225
74,288,3.555683
74,326,3.508283
74,1084,3.923328
75,121,3.034992
75,147,3.349927
75,237,3.380752
75,240,2.658653
75,284,2.995648
75,409,2.780908
75,476,2.666083
75,496,3.858643
75,546,2.849281
75,1017,3.216168
76,61,3.803172
76,92,3.580910
76,100,4.021637
76,135,3.871003
76,175,3.769172
76,276,3.666219
76,531,3.709785
76,582,3.453576
76,811,3.771929
76,1129,3.734154
77,23,4.039484
77,91,3.598910
77,125,3.429415
77,168,4.275336
77,172,4.219322
77,195,4.002454
77,238,3.915589
77,474,4.253990
77,484,4.101434
77,518,3.724008
78,255,3.272019
78,257,3.679498
78,269,3.655109
78,289,2.780044
78,298,3.700485
78,301,3.045413
78,323,2.803769
78,412,2.210267
78,1047,2.746701
78,1160,2.890092
79,50,4.731535
79,100,4.586516
79,124,4.612356
79,246,4.444655
79,269,4.417724
79,288,3.945540
79,303,4.302547
79,508,3.963404
79,937,4.210655
79,1161,3.575079
80,45,4.366943
80,50,4.461602
80,58,3.900364
80,87,4.246388
80,194,4.293518
80,269,4.168471
80,423,4.209588
80,466,3.710073
80,582,3.888098
80,886,3.548343
81,3,2.937926
81,169,4.218367
81,273,3.368218
81,280,2.946254
81,411,2.787929
81,432,3.579224
81,471,3.309224
81,476,2.806345
81,742,3.472626
81,824,2.615617
82,56,3.546947
82,135,3.446008
82,183,3.610082
82,194,3.627852
82,477,2.763950
82,508,3.219566
82,597,2.694581
82,717,2.418686
82,756,2.465939
82,1134,3.046827
83,78,2.425046
83,97,3.714331
83,210,3.907671
83,215,3.612513
83,234,3.639736
83,281,3.119314
83,385,3.537219
83,576,3.013041
83,623,2.771114
83,660,3.499871
84,12,4.645239
84,121,3.723750
84,289,3.228046
84,322,3.338416
84,405,3.553843
84,528,4.252399
84,529,4.097474
84,742,3.927342
84,748,3.383903
84,1033,2.932683
85,25,3.404980
85,51,3.473433
85,228,3.852703
85,259,2.763004
85,427,4.271043
85,433,3.702684
85,507,3.795026
85,588,3.785004
85,642,3.599843
85,1065,3.479811
86,258,3.624770
86,286,3.537687
86,300,3.557594
86,319,3.343746
86,327,3.424314
86,872,3.429146
86,879,3.292264
86,881,2.823678
86,889,3.691580
86,1175,3.538462
87,40,3.174177
87,82,4.072941
87,210,4.347351
87,274,3.711404
87,367,3.691281
87,384,3.153683
87,401,3.074193
87,554,3.116405
87,585,2.926438
87,1016,3.715875
88,261,3.069077
88,301,3.769713
88,302,4.680986
88,315,4.731317
88,321,3.719893
88,690,4.009330
88,750,4.323786
88,881,3.516188
88,886,3.421390
88,904,4.524651
89,117,4.176028
89,127,4.700304
89,197,4.402867
89,216,4.248871
89,221,4.216354
89,246,4.511938
89,381,3.942846
89,732,4.020407
89,936,4.578366
89,1048,3.415880
90,25,4.047791
90,98,4.873063
90,259,3.404721
90,289,3.653003
90,347,4.303430
90,382,4.227286
90,648,4.617062
90,900,4.413234
90,1086,4.007888
90,1198,4.151072
91,28,4.375427
91,172,4.846956
91,193,4.304674
91,264,3.239144
91,323,3.312506
91,423,4.277099
91,427,4.567611
91,480,4.599110
91,507,3.984606
91,683,3.002640
92,77,3.007143
92,168,3.867264
92,172,4.111370
92,229,2.847706
92,501,3.228751
92,587,3.376728
92,739,2.989401
92,794,3.319040
92,1049,2.404128
92,1079,2.061412
93,15,2.966179
93,222,2.803297
93,235,2.222504
93,275,3.259823
93,412,1.786938
93,476,2.212374
93,477,2.460924
93,815,2.549404
93,820,2.102795
93,845,2.896792
94,62,3.370951
94,184,3.663491
94,265,3.974375
94,343,3.266579
94,720,3.002410
94,744,3.668680
94,789,3.791020
94,1217,3.124535
94,1220,3.531786
94,1224,2.919438
95,1,3.800302
95,68,3.352329
95,135,3.754957
95,172,4.331860
95,233,3.226157
95,527,3.891893
95,546,2.964231
95,625,3.270092
95,787,3.563274
95,1217,2.839822
96,8,4.676195
96,87,4.618438
96,91,4.286652
96,153,4.386031
96,156,4.664707
96,479,4.857251
96,484,4.725179
96,519,4.619980
96,645,4.357727
96,673,4.238415
97,50,4.882776
97,89,4.724948
97,98,4.814102
97,115,4.259416
97,194,4.568782
97,222,4.177709
97,228,4.469124
97,482,4.380549
97,484,4.608819
97,670,3.677837
98,47,3.670953
98,70,3.844974
98,116,3.779462
98,163,3.486945
98,209,4.008520
98,321,3.337536
98,517,3.750799
98,655,4.015857
98,745,4.173523
98,938,3.772500
99,4,3.565870
99,50,4.537366
99,79,4.205228
99,111,3.510058
99,246,4.014218
99,268,3.953306
99,274,3.481837
99,403,3.573394
99,873,3.118612
99,1016,3.506686
100,266,2.370371
100,268,3.470921
100,288,3.089444
100,302,3.846478
100,321,2.804866
100,340,3.346346
100,344,3.334896
100,354,2.996741
100,355,2.507128
100,750,3.548786
101,222,3.175447
101,252,2.324992
101,281,2.635183
101,282,3.260739
101,304,2.872306
101,369,2.010824
101,405,2.932681
101,471,2.988123
101,596,2.847244
101,829,2.190862
102,70,2.734097
102,161,2.602604
102,322,2.170867
102,405,2.448951
102,448,2.564550
102,515,3.243820
102,524,2.913679
102,625,2.479170
102,768,2.097356
102,823,1.993381
103,24,3.395584
103,50,4.321692
103,117,3.642413
103,121,3.282607
103,126,3.615983
103,127,4.223430
103,144,3.784684
103,222,3.562930
103,300,3.487490
103,527,3.870532
104,117,2.884762
104,285,3.400517
104,287,2.711715
104,299,2.156387
104,300,2.809531
104,301,2.471506
104,756,2.098246
104,984,1.930747
104,1010,2.727527
104,1016,2.635052
105,258,3.232651
105,268,3.333180
105,270,3.234045
105,272,3.860923
105,286,3.168351
105,288,3.016634
105,307,3.071739
105,324,2.701075
105,333,3.102970
105,752,2.923364
106,107,3.756867
106,213,4.147711
106,435,4.202773
106,526,4.114973
106,582,3.866158
106,660,3.920054
106,692,3.831383
106,703,3.608341
106,778,3.851823
106,828,3.091187
107,258,2.861327
107,268,3.063699
107,269,3.084452
107,271,2.532545
107,300,2.689220
107,302,3.427436
107,305,3.017909
107,321,2.334595
107,333,2.825752
107,340,2.746137
108,13,3.580756
108,50,4.315528
108,100,4.257177
108,121,3.125052
108,125,3.522564
108,181,3.948966
108,237,3.671605
108,275,3.942472
108,282,3.606174
108,290,3.309600
109,1,3.886321
109,8,3.899825
109,97,3.753251
109,127,4.258555
109,178,4.127692
109,402,3.440413
109,475,3.718602
109,566,3.507442
109,631,3.406028
109,1012,3.592874
110,38,2.632554
110,301,2.849748
110,307,3.154390
110,568,3.317773
110,578,2.820190
110,682,2.681853
110,688,1.567233
110,944,2.685275
110,1179,1.903970
110,1246,1.305385
111,269,3.973811
111,272,4.379539
111,301,3.350215
111,313,4.298474
111,326,3.379729
111,328,3.558455
111,340,3.645212
111,887,3.819340
111,896,4.040164
111,1024,3.218806
112,289,3.242461
112,306,4.042812
112,322,3.340118
112,327,3.662272
112,331,3.739018
112,354,3.676644
112,689,3.484007
112,748,3.411780
112,750,4.281886
112,903,3.783498
113,100,4.187470
113,126,3.989839
113,262,3.897962
113,294,3.203672
113,321,3.309631
113,326,3.336584
113,327,3.588164
113,329,3.535604
113,595,3.119336
113,976,2.013108
114,157,3.730669
114,175,3.805576
114,183,4.181056
114,191,4.143957
114,195,3.985659
114,204,3.778912
114,269,3.944228
114,505,3.963968
114,507,3.779672
114,1104,4.178004
115,8,4.339239
115,11,4.139216
115,20,3.932672
115,92,4.077646
115,127,4.673054
115,228,4.148446
115,234,4.141298
115,265,4.151287
115,762,3.803350
115,1067,3.965276
116,7,3.273138
116,185,3.587060
116,250,2.930208
116,255,2.831625
116,271,2.677467
116,331,3.034221
116,350,2.646005
116,751,2.931458
116,942,2.966406
116,1216,3.016202
117,15,4.207518
117,50,4.770740
117,150,4.146578
117,151,4.004488
117,181,4.446604
117,268,4.221190
117,405,3.709549
117,758,2.291002
117,829,3.205730
117,1047,3.233873
118,156,5.082318
118,174,5.389377
118,176,5.053317
118,200,4.951001
118,324,4.244603
118,433,4.833007
118,475,4.963007
118,547,4.648094
118,654,5.124488
118,774,4.038988
119,213,4.185502
119,222,4.110192
119,237,4.012038
119,313,4.605868
119,328,3.976682
119,382,3.924928
119,392,4.053214
119,407,2.915988
119,718,4.566329
119,1153,3.854380
120,9,3.939723
120,25,3.450090
120,245,3.150306
120,252,2.915024
120,257,3.805812
120,282,3.706985
120,286,3.618095
120,405,3.261038
120,546,3.012036
120,924,3.413742
121,14,4.047223
121,86,3.907870
121,117,3.575349
121,121,3.238392
121,180,4.125443
121,291,3.573202
121,405,3.278111
121,509,3.867939
121,514,3.910524
121,740,3.492298
122,212,3.919847
122,215,3.879348
122,378,4.088212
122,387,3.858627
122,427,4.624955
122,509,4.227501
122,510,4.387708
122,708,3.879285
122,715,3.777075
122,1268,4.497364
123,13,3.771162
123,22,4.268726
123,135,4.289504
123,165,4.308855
123,192,4.384039
123,275,4.280154
123,427,4.567099
123,531,4.132257
123,606,4.324536
123,847,4.048181
124,11,3.759033
124,50,4.118011
124,79,3.891821
124,96,3.797560
124,157,3.755819
124,166,3.868919
124,226,3.364865
124,496,4.008217
124,550,3.305596
124,616,3.346607
125,80,2.796698
125,134,4.009635
125,163,3.481267
125,190,3.994620
125,235,2.767174
125,318,4.383021
125,382,3.467073
125,478,3.998562
125,657,4.078236
125,997,2.067794
126,245,3.216680
126,258,3.774431
126,262,3.669508
126,294,3.170243
126,322,3.213014
126,323,3.014214
126,332,3.402963
126,878,2.469537
126,884,3.679578
126,905,3.351635
127,227,4.451337
127,229,4.160430
127,243,3.545786
127,268,4.690307
127,286,4.204722
127,294,4.026711
127,300,4.497803
127,380,4.526888
127,449,4.012980
127,748,4.020348
128,15,3.751554
128,182,4.030358
128,204,3.921562
128,317,4.006526
128,371,3.323751
128,482,4.071166
128,485,3.968627
128,508,3.732389
128,603,4.414659
128,739,3.412738
129,269,3.015871
129,270,2.705710
129,272,3.354075
129,303,2.801085
129,307,2.582143
129,313,3.209056
129,331,2.534788
129,339,2.429991
129,873,2.011438
129,995,2.591458
130,105,3.068074
130,109,4.007754
130,216,4.390088
130,379,3.484041
130,642,3.896179
130,1014,3.584500
130,1017,3.774325
130,1217,3.386121
130,1246,2.232214
130,1248,3.656549
131,1,4.557239
131,100,4.815777
131,126,4.577475
131,221,4.476633
131,274,4.076803
131,275,4.627496
131,313,5.035792
131,750,4.609304
131,845,4.027176
131,1281,3.875742
132,12,4.319005
132,56,4.178660
132,124,4.044290
132,127,4.294068
132,137,3.857738
132,154,3.665662
132,175,3.839907
132,275,3.866660
132,523,3.938052
132,922,4.027542
133,258,3.356038
133,260,2.238085
133,272,3.880464
133,294,2.797578
133,304,3.079497
133,308,2.707175
133,315,3.720181
133,322,2.583226
133,328,3.054987
133,751,3.000317
134,258,3.945186
134,259,2.887343
134,286,3.733576
134,300,4.002766
134,313,4.511635
134,323,3.296376
134,339,3.418790
134,539,2.956328
134,748,3.497810
134,879,3.691856
135,23,3.969625
135,39,3.246049
135,227,3.312827
135,229,3.070648
135,233,3.264925
135,294,2.983862
135,431,3.530579
135,449,2.936049
135,1046,3.194929
135,1208,3.061023
136,14,4.919510
136,56,5.021139
136,89,5.089685
136,117,4.379030
136,276,4.574012
136,298,4.559358
136,313,5.199748
136,747,4.447312
136,847,4.844214
136,1142,5.079907
137,50,5.176201
137,55,4.481746
137,144,4.702401
137,195,4.800844
137,237,4.375647
137,261,3.231237
137,300,4.447453
137,327,4.130347
137,546,3.841546
137,687,2.985909
138,26,4.248441
138,121,3.939062
138,151,4.417837
138,211,4.677547
138,483,5.116913
138,484,4.864527
138,493,4.863802
138,496,4.720337
138,517,4.439529
138,523,4.717513
139,127,4.627153
139,222,3.991653
139,246,4.296953
139,268,4.245123
139,286,4.063386
139,303,4.115412
139,307,4.004397
139,458,3.616225
139,508,4.178821
139,1176,3.865924
140,258,3.688905
140,268,3.863970
140,289,2.977063
140,301,3.327046
140,319,3.275320
140,322,3.068279
140,325,2.780776
140,332,3.481674
140,334,3.508769
140,880,3.103412
141,125,3.529452
141,222,3.640050
141,245,3.067581
141,258,3.738367
141,274,3.428542
141,472,3.103813
141,535,3.111027
141,744,3.300273
141,826,2.399532
141,932,3.053829
142,28,3.937424
142,82,3.732045
142,89,4.326185
142,169,4.555759
142,181,3.927456
142,189,4.235212
142,243,2.372333
142,350,3.434512
142,362,3.256884
142,895,3.351177
143,272,4.424527
143,313,4.427260
143,323,3.082082
143,325,2.998846
143,328,3.611513
143,331,3.608325
143,333,3.802066
143,347,3.665050
143,682,3.458159
143,1038,2.979076
144,89,4.264765
144,106,3.099810
144,125,3.660728
144,153,3.885855
144,182,4.125510
144,508,3.738520
144,699,3.712884
144,709,4.107722
144,742,3.771461
144,831,2.703889
145,15,3.599463
145,56,3.794606
145,237,3.494311
145,275,3.685367
145,355,2.855212
145,737,2.811393
145,756,2.818627
145,764,2.764590
145,974,2.925925
145,1248,2.995317
146,262,4.129311
146,300,3.720283
146,302,4.392470
146,307,3.734163
146,313,4.438114
146,346,4.038867
146,347,3.819995
146,688,2.111985
146,1022,3.709071
146,1294,4.446115
147,258,4.436176
147,269,4.703400
147,292,4.481496
147,305,4.126565
147,339,4.014179
147,340,4.297547
147,345,4.468823
147,690,4.329542
147,751,4.064968
147,904,4.251257
148,1,4.329826
148,70,4.120972
148,114,4.962033
148,140,3.693022
148,172,4.878113
148,177,4.478595
148,185,4.552354
148,408,5.064085
148,495,3.896351
148,1149,4.330916
149,269,3.432273
149,301,2.730868
149,305,3.132295
149,308,2.780620
149,310,3.176594
149,312,2.541232
149,319,2.782424
149,327,2.832432
149,689,2.608679
149,896,3.514683
150,1,4.285543
150,13,3.957945
150,100,4.567798
150,121,3.871556
150,129,4.350513
150,181,4.580072
150,221,4.087164
150,246,4.573225
150,293,4.322376
150,325,3.351516
151,10,4.263951
151,12,4.871995
151,13,3.905174
151,176,4.444728
151,197,4.398157
151,703,3.879982
151,747,3.870908
151,835,4.096536
151,919,4.277208
151,929,3.195603
152,25,4.231019
152,97,4.569638
152,111,4.327300
152,132,4.846553
152,147,4.199241
152,272,5.173702
152,301,4.099616
152,412,3.125144
152,685,4.251044
152,716,3.892786
153,22,3.575391
153,56,3.656347
153,64,3.897469
153,127,3.790057
153,174,3.440876
153,216,3.447855
153,321,2.802286
153,323,2.527405
153,510,3.351147
153,678,2.343371
154,137,4.385322
154,175,4.379457
154,242,4.532847
154,286,4.118775
154,289,3.453528
154,302,4.704398
154,357,4.744845
154,484,4.622950
154,488,4.615385
154,806,4.020987
155,286,2.767744
155,294,2.107117
155,319,2.447096
155,321,2.305432
155,323,1.981710
155,324,2.292788
